,page,country,rev_id,ores_score,FIPS,Name,Type,TimeFrame,Data (M),Population
1803,Mike Torode,Guernsey,710546915,"{""B"": 0.0125016406672688, ""C"": 0.015806896244276596, ""FA"": 0.002224308180684438, ""GA"": 0.0040018536078748074, ""Start"": 0.08774482779348967, ""Stub"": 0.8777204735064057}",,,,,,
1807,Diego Vigil Cocaña,Salvadoran,710555824,"{""B"": 0.16781476619341296, ""C"": 0.23609407842050636, ""FA"": 0.0049652554330344816, ""GA"": 0.008411211218220239, ""Start"": 0.5440977855396109, ""Stub"": 0.03861690319521526}",,,,,,
1810,Nicolás Espinoza,Salvadoran,710578840,"{""B"": 0.02705713981807568, ""C"": 0.029303153667335644, ""FA"": 0.0045984473817651745, ""GA"": 0.006729641757286053, ""Start"": 0.6696107407369581, ""Stub"": 0.2627008766385794}",,,,,,
1812,Léon Emmanuel Monnet,Ivorian,710585105,"{""B"": 0.005928883071937741, ""C"": 0.008245522096535202, ""FA"": 0.0011703722838314785, ""GA"": 0.002301434607434977, ""Start"": 0.015196109176235331, ""Stub"": 0.9671576787640251}",,,,,,
1817,Juan José Alvarado,Hondura,710598059,"{""B"": 0.013851493003574581, ""C"": 0.014761456557020058, ""FA"": 0.002124779946531987, ""GA"": 0.003545928244577721, ""Start"": 0.16763493741001737, ""Stub"": 0.7980814048382782}",,,,,,
1840,Pedro Barriere,Salvadoran,710677703,"{""B"": 0.038085138082263756, ""C"": 0.04029341926042616, ""FA"": 0.005142638819680579, ""GA"": 0.0073380548074301775, ""Start"": 0.6584717017537219, ""Stub"": 0.2506690472764774}",,,,,,
1863,Joaquín de San Martín,Salvadoran,710828020,"{""B"": 0.08529839279374996, ""C"": 0.07823169062361096, ""FA"": 0.005350997154655092, ""GA"": 0.007993244398959733, ""Start"": 0.7424944775557006, ""Stub"": 0.0806311974733236}",,,,,,
1932,Juan Ángel Almendares Bonilla,Hondura,711170881,"{""B"": 0.01058462543633639, ""C"": 0.022282369447175897, ""FA"": 0.0018073898442613802, ""GA"": 0.005314896840172049, ""Start"": 0.19477030594728573, ""Stub"": 0.7652404124847687}",,,,,,
1956,Trifun Kostovski,Macedonia,711339559,"{""B"": 0.1440497363421414, ""C"": 0.25328646695378515, ""FA"": 0.004575579262106143, ""GA"": 0.008392469789649649, ""Start"": 0.5585175884187061, ""Stub"": 0.031178159233611523}",,,,,,
1977,Washington Malianga,Rhodesian,711506001,"{""B"": 0.009173445484960786, ""C"": 0.012555513775098809, ""FA"": 0.0013073199465850904, ""GA"": 0.0026389075932391655, ""Start"": 0.035449829559505965, ""Stub"": 0.9388749836406101}",,,,,,
1989,Josef Barák,Czech Republic,711675761,"{""B"": 0.007270195464738953, ""C"": 0.008818646738853415, ""FA"": 0.0013110756385912492, ""GA"": 0.0020271759302703043, ""Start"": 0.030137756716926017, ""Stub"": 0.95043514951062}",,,,,,
2071,Ronald Snapper,Rhodesian,712233907,"{""B"": 0.006069375905241871, ""C"": 0.007606004457882245, ""FA"": 0.0010757184335934977, ""GA"": 0.0020580083081949345, ""Start"": 0.01384192214551598, ""Stub"": 0.9693489707495713}",,,,,,
2074,Rogerio Lobato,East Timorese,712249441,"{""B"": 0.030188836474884188, ""C"": 0.08817746843956105, ""FA"": 0.004147242344797817, ""GA"": 0.008508393653978048, ""Start"": 0.6689808993935061, ""Stub"": 0.1999971596932729}",,,,,,
2106,Antonín Švehla,Czech Republic,712426548,"{""B"": 0.016670246686778294, ""C"": 0.02899096703898251, ""FA"": 0.0030177898035283015, ""GA"": 0.005655630647065412, ""Start"": 0.22456998086310492, ""Stub"": 0.7210953849605406}",,,,,,
2172,Peter Waterworth,Montserratian,712713704,"{""B"": 0.011764039317010238, ""C"": 0.027250449987617397, ""FA"": 0.0024674470348802547, ""GA"": 0.005274233834567199, ""Start"": 0.19955910488342646, ""Stub"": 0.7536847249424984}",,,,,,
2280,Pierre Djédji Amondji,Ivorian,713176326,"{""B"": 0.006603466134281529, ""C"": 0.007823316617821072, ""FA"": 0.0011754051351361907, ""GA"": 0.00205361599964728, ""Start"": 0.01801963782407316, ""Stub"": 0.9643245582890407}",,,,,,
2283,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149,"{""B"": 0.011448770794463756, ""C"": 0.01760683020483669, ""FA"": 0.001966971215623828, ""GA"": 0.0051469027434366, ""Start"": 0.08753739813845042, ""Stub"": 0.8762931269031886}",,,,,,
2285,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718,"{""B"": 0.0047723649423348675, ""C"": 0.006673853674343371, ""FA"": 0.0009695069844188471, ""GA"": 0.0020274924502733708, ""Start"": 0.011442061177980807, ""Stub"": 0.9741147207706489}",,,,,,
2375,Kisula Ngoy,"Congo, Dem. Rep. of",713583472,"{""B"": 0.005634314923106367, ""C"": 0.006370919355670302, ""FA"": 0.0010154711251666973, ""GA"": 0.0015996777478698573, ""Start"": 0.012974551607298782, ""Stub"": 0.972405065240888}",,,,,,
2396,Jakob Marzel Sternberger,Czech Republic,713698544,"{""B"": 0.005261226102844926, ""C"": 0.005294659831934447, ""FA"": 0.0010350979563327715, ""GA"": 0.0014804738895959457, ""Start"": 0.010080829001456985, ""Stub"": 0.9768477132178349}",,,,,,
2401,Ivan Hribar,Carniolan,713766077,"{""B"": 0.15307813895778694, ""C"": 0.5698913691363954, ""FA"": 0.005314243436537637, ""GA"": 0.0120769738292663, ""Start"": 0.25352774607404693, ""Stub"": 0.006111528565966867}",,,,,,
2458,Andrias Christian Evensen,Faroese,714088539,"{""B"": 0.055124829072935984, ""C"": 0.11396352584929942, ""FA"": 0.005590614027269671, ""GA"": 0.011282151697684607, ""Start"": 0.7118995904534616, ""Stub"": 0.10213928889934863}",,,,,,
2466,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941,"{""B"": 0.0061251033387856165, ""C"": 0.0072232891702561355, ""FA"": 0.0010844129439186317, ""GA"": 0.0019236109051782406, ""Start"": 0.014583335069691075, ""Stub"": 0.9690602485721703}",,,,,,
2472,Alois Anderka,Czech Republic,714174726,"{""B"": 0.011285753840761326, ""C"": 0.011889885509821658, ""FA"": 0.001993964404883638, ""GA"": 0.0029184087020075146, ""Start"": 0.09816701902534837, ""Stub"": 0.8737449685171774}",,,,,,
2477,Auguste Denise,Ivorian,714183793,"{""B"": 0.006217666077353501, ""C"": 0.00905145785004324, ""FA"": 0.0010933639539590968, ""GA"": 0.0018331401118795545, ""Start"": 0.013189328660873509, ""Stub"": 0.9686150433458911}",,,,,,
2481,Philippe Yacé,Ivorian,714200423,"{""B"": 0.013229528018212611, ""C"": 0.012988065534333572, ""FA"": 0.002187302170112018, ""GA"": 0.0032231003916712245, ""Start"": 0.17308483553982568, ""Stub"": 0.7952871683458449}",,,,,,
2490,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527,"{""B"": 0.17585095835315617, ""C"": 0.24796767902196096, ""FA"": 0.005628219083422892, ""GA"": 0.03385651295341464, ""Start"": 0.4995073924800418, ""Stub"": 0.03718923810800364}",,,,,,
2496,Laauli Leuatea Polataivao,Samoan,714244543,"{""B"": 0.007731299356301463, ""C"": 0.008953376710738103, ""FA"": 0.0013017569246160045, ""GA"": 0.002327855074019093, ""Start"": 0.032082029583036825, ""Stub"": 0.9476036823512887}",,,,,,
2499,José Félix Quirós,Salvadoran,714256648,"{""B"": 0.005543918558097918, ""C"": 0.006364002734316665, ""FA"": 0.0010199695194055558, ""GA"": 0.0016108938925903146, ""Start"": 0.011219200855923183, ""Stub"": 0.9742420144396663}",,,,,,
2510,Dimitar Dimitrov (writer),Macedonia,714327408,"{""B"": 0.03522509145652214, ""C"": 0.0670843669260418, ""FA"": 0.00418573747015705, ""GA"": 0.008278168076483235, ""Start"": 0.5553720227648167, ""Stub"": 0.3298546133059792}",,,,,,
2653,Jean-Baptiste Mockey,Ivorian,714822110,"{""B"": 0.014642207278872568, ""C"": 0.021274490610754676, ""FA"": 0.0023264490034466613, ""GA"": 0.005706323662167934, ""Start"": 0.09760769472136391, ""Stub"": 0.8584428347233943}",,,,,,
2769,Joseph Orpen,Cape Colony,715016315,"{""B"": 0.26061483576386163, ""C"": 0.4930951689370336, ""FA"": 0.011002398689679772, ""GA"": 0.12013073975675123, ""Start"": 0.10912851228727985, ""Stub"": 0.00602834456539396}",,,,,,
2831,Hákun Djurhuus,Faroese,715330944,"{""B"": 0.011202011669475783, ""C"": 0.015708119457027332, ""FA"": 0.002045215231597497, ""GA"": 0.003435251724901401, ""Start"": 0.10768959104409052, ""Stub"": 0.8599198108729076}",,,,,,
2839,Oscar Kilgore,Hondura,715365023,"{""B"": 0.006514702317696866, ""C"": 0.011988389867793398, ""FA"": 0.0012398664302837254, ""GA"": 0.0026699781462301043, ""Start"": 0.026940293476696263, ""Stub"": 0.9506467697612998}",,,,,,
2882,Ivan Dejmal,Czech Republic,715467197,"{""B"": 0.026705084520358614, ""C"": 0.025259637270014713, ""FA"": 0.004267275882163695, ""GA"": 0.005779337219745968, ""Start"": 0.6033581199157942, ""Stub"": 0.33463054519192287}",,,,,,
2890,Jógvan Justinusson,Faroese,715490721,"{""B"": 0.007278847459647421, ""C"": 0.008526482460522965, ""FA"": 0.0012979576141668343, ""GA"": 0.0020258528992973205, ""Start"": 0.01901088285007906, ""Stub"": 0.9618599767162862}",,,,,,
2952,Franz Macoun,Czech Republic,715640391,"{""B"": 0.008253825304949957, ""C"": 0.008518160974876097, ""FA"": 0.0013673092684235032, ""GA"": 0.002295641527061538, ""Start"": 0.03928266632264647, ""Stub"": 0.9402823966020424}",,,,,,
2958,Jagnula Kunovska,Macedonia,715648720,"{""B"": 0.034297328490825084, ""C"": 0.06831434304244949, ""FA"": 0.0035917627118439172, ""GA"": 0.007580238982409619, ""Start"": 0.6637594759901903, ""Stub"": 0.2224568507822816}",,,,,,
3014,Edgar Allen Christian,Pitcairn Islands,715823848,"{""B"": 0.007698565692100059, ""C"": 0.007489930134748882, ""FA"": 0.001419388097332207, ""GA"": 0.0020254307813305046, ""Start"": 0.02573049589318168, ""Stub"": 0.9556361894013068}",,,,,,
3015,Frederick Martin Christian,Pitcairn Islands,715823876,"{""B"": 0.007825740092047197, ""C"": 0.007656359629060466, ""FA"": 0.001444721947715377, ""GA"": 0.0020608855285877982, ""Start"": 0.027027415821051625, ""Stub"": 0.9539848769815374}",,,,,,
3016,John Lorenzo Christian,Pitcairn Islands,715823908,"{""B"": 0.007404049130885806, ""C"": 0.008560052084006555, ""FA"": 0.001265520105150687, ""GA"": 0.002147104341933797, ""Start"": 0.024800627636743407, ""Stub"": 0.9558226467012797}",,,,,,
3090,Andrass Samuelsen,Faroese,716137698,"{""B"": 0.020595013108591336, ""C"": 0.025697250614479496, ""FA"": 0.0036487086865780887, ""GA"": 0.005854745704405639, ""Start"": 0.39171280031995837, ""Stub"": 0.5524914815659872}",,,,,,
3109,Kim Seung-kew,South Korean,716323288,"{""B"": 0.014972822548116401, ""C"": 0.021531640999315944, ""FA"": 0.00277257351335358, ""GA"": 0.006089872140863463, ""Start"": 0.2740726825108477, ""Stub"": 0.6805604082875029}",,,,,,
3112,Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437,"{""B"": 0.024297798938776986, ""C"": 0.024767328588708316, ""FA"": 0.0038449111705193472, ""GA"": 0.005800655334089871, ""Start"": 0.6515187156585828, ""Stub"": 0.2897705903093227}",,,,,,
3117,Len Ishmael,Saint Lucian,716376965,"{""B"": 0.006723852946440068, ""C"": 0.008739401339144961, ""FA"": 0.0011156122340482038, ""GA"": 0.002098449811352944, ""Start"": 0.026886129197236198, ""Stub"": 0.9544365544717774}",,,,,,
3136,Gregor Žerjav,Carniolan,716507073,"{""B"": 0.11458047176215971, ""C"": 0.2635714574190753, ""FA"": 0.004235237451524638, ""GA"": 0.006858715030158879, ""Start"": 0.6006890566761643, ""Stub"": 0.010065061660917099}",,,,,,
3153,Karel Dežman,Carniolan,716574519,"{""B"": 0.19007701463350762, ""C"": 0.48757420621016073, ""FA"": 0.005433198412829625, ""GA"": 0.018090442451128768, ""Start"": 0.292986593610098, ""Stub"": 0.005838544682275194}",,,,,,
3194,Willem Cornelis Janse van Rensburg,South African Republic,716703178,"{""B"": 0.048356939119711145, ""C"": 0.04158222020320942, ""FA"": 0.004430918404700648, ""GA"": 0.006471306562600015, ""Start"": 0.7937921994758554, ""Stub"": 0.10536641623392333}",,,,,,
3198,Karel Urbánek,Czech Republic,716711851,"{""B"": 0.010926524832233383, ""C"": 0.014971408925832395, ""FA"": 0.002056513420915381, ""GA"": 0.004182729477081842, ""Start"": 0.11349730143429441, ""Stub"": 0.8543655219096425}",,,,,,
3254,Roberto Flores Bermúdez,Hondura,716882219,"{""B"": 0.008980884451646508, ""C"": 0.009203567623812173, ""FA"": 0.0013787739050101287, ""GA"": 0.0022191307300349276, ""Start"": 0.039946160340108755, ""Stub"": 0.9382714829493877}",,,,,,
3303,Stanislav Kochiev,South Ossetian,717215546,"{""B"": 0.0536514186662449, ""C"": 0.11824552012052941, ""FA"": 0.005930871389757403, ""GA"": 0.011550373438114346, ""Start"": 0.6755188708855506, ""Stub"": 0.1351029454998033}",,,,,,
3307,Valeriy Hubulov,South Ossetian,717241760,"{""B"": 0.06192967718779778, ""C"": 0.13326923279683653, ""FA"": 0.006275768456643574, ""GA"": 0.011754227358003766, ""Start"": 0.6773363454233114, ""Stub"": 0.10943474877740686}",,,,,,
3315,Benjamin Stanley Young,Pitcairn Islands,717259837,"{""B"": 0.006856474852277389, ""C"": 0.007516420905822914, ""FA"": 0.0011554539620708228, ""GA"": 0.0018940256464614969, ""Start"": 0.024017882124282828, ""Stub"": 0.9585597425090846}",,,,,,
3322,Edward Quintal,Pitcairn Islands,717338734,"{""B"": 0.006855798208599319, ""C"": 0.0074317692448380036, ""FA"": 0.001133684422526652, ""GA"": 0.0019229400016032882, ""Start"": 0.020844964847467323, ""Stub"": 0.9618108432749655}",,,,,,
3323,Arthur Quintal I,Pitcairn Islands,717340951,"{""B"": 0.014693524301081435, ""C"": 0.02004004011584153, ""FA"": 0.0026318045545162313, ""GA"": 0.004403466984147673, ""Start"": 0.24602506678545397, ""Stub"": 0.7122060972589591}",,,,,,
3324,Fletcher Christian II,Pitcairn Islands,717340996,"{""B"": 0.007069521774167211, ""C"": 0.00789899348679934, ""FA"": 0.0011776732814080257, ""GA"": 0.0020064719623977263, ""Start"": 0.019318839505690827, ""Stub"": 0.9625284999895368}",,,,,,
3325,Moses Young,Pitcairn Islands,717341064,"{""B"": 0.008487229435556526, ""C"": 0.013359834869841807, ""FA"": 0.001568052458759879, ""GA"": 0.0027049427234974457, ""Start"": 0.03682200956186007, ""Stub"": 0.9370579309504842}",,,,,,
3336,Matthew McCoy (Magistrate),Pitcairn Islands,717345596,"{""B"": 0.007081176252627152, ""C"": 0.0073836207526487225, ""FA"": 0.0011783666162146988, ""GA"": 0.0019761969407902456, ""Start"": 0.029395311995874925, ""Stub"": 0.952985327441844}",,,,,,
3337,Arthur Quintal II,Pitcairn Islands,717346443,"{""B"": 0.007005989467987279, ""C"": 0.0073548505407821044, ""FA"": 0.0011603858288513954, ""GA"": 0.0019156947930533631, ""Start"": 0.024551504831019328, ""Stub"": 0.9580115745383063}",,,,,,
3355,Josip Vilfan,Carniolan,717350390,"{""B"": 0.6276426173147217, ""C"": 0.12025899459395713, ""FA"": 0.006740245165768598, ""GA"": 0.0078004322666934515, ""Start"": 0.2271189566363117, ""Stub"": 0.010438754022547436}",,,,,,
3356,Charles Christian II,Pitcairn Islands,717350782,"{""B"": 0.006285650228173197, ""C"": 0.0071910122685084525, ""FA"": 0.0010957605266332905, ""GA"": 0.0019228961475017076, ""Start"": 0.014717357258181513, ""Stub"": 0.9687873235710018}",,,,,,
3401,Seo Young-kyo,South Korean,717405394,"{""B"": 0.07481050899440396, ""C"": 0.25000565863280494, ""FA"": 0.00686337683030765, ""GA"": 0.018140505812883224, ""Start"": 0.545418349346101, ""Stub"": 0.10476160038349915}",,,,,,
3406,Vladimír Klokočka,Czech Republic,717429365,"{""B"": 0.0647475953094297, ""C"": 0.09390103872806466, ""FA"": 0.003974086941389094, ""GA"": 0.012792514406788543, ""Start"": 0.6985177586835303, ""Stub"": 0.1260670059307978}",,,,,,
3408,To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173,"{""B"": 0.01330160040691312, ""C"": 0.028032400658292142, ""FA"": 0.0024531302751484335, ""GA"": 0.005875154328689216, ""Start"": 0.1379566042607924, ""Stub"": 0.8123811100701648}",,,,,,
3445,Tou Travel Ariki,Cook Island,717545630,"{""B"": 0.007886306849441718, ""C"": 0.01233151002893621, ""FA"": 0.001549743336815973, ""GA"": 0.003477807173893139, ""Start"": 0.024890586533518333, ""Stub"": 0.9498640460773947}",,,,,,
3467,Piho Rua,Cook Island,717593716,"{""B"": 0.04959194073230669, ""C"": 0.1436684073916646, ""FA"": 0.004615726693599006, ""GA"": 0.013828150346265644, ""Start"": 0.6656819550064818, ""Stub"": 0.12261381982968228}",,,,,,
3496,Luka Svetec,Carniolan,717669055,"{""B"": 0.06966646446017005, ""C"": 0.08620146202786273, ""FA"": 0.00486901337652686, ""GA"": 0.007338001111860949, ""Start"": 0.8000465706526032, ""Stub"": 0.031878488370976156}",,,,,,
3550,María Josefa Lastiri,Hondura,717808509,"{""B"": 0.023676557044867267, ""C"": 0.051070648675822734, ""FA"": 0.004605954616305011, ""GA"": 0.007616008462550003, ""Start"": 0.5642924394187044, ""Stub"": 0.3487383917817506}",,,,,,
3569,Norris Henry Young,Pitcairn Islands,717867039,"{""B"": 0.006137577023727485, ""C"": 0.0071039015986971606, ""FA"": 0.0010110799869629814, ""GA"": 0.001994827323411434, ""Start"": 0.012985133511134547, ""Stub"": 0.9707674805560662}",,,,,,
3578,Robert Woonton,Cook Island,717897925,"{""B"": 0.024113015952555657, ""C"": 0.05707517161923594, ""FA"": 0.004233474916796765, ""GA"": 0.007657452781851395, ""Start"": 0.48484968128239214, ""Stub"": 0.42207120344716814}",,,,,,
3580,Edgardo Carlos Suárez Mallagray,Salvadoran,717903674,"{""B"": 0.006842398143609301, ""C"": 0.009481991848919957, ""FA"": 0.0012923949138315485, ""GA"": 0.002679279954446334, ""Start"": 0.018058717502690398, ""Stub"": 0.9616452176365025}",,,,,,
3589,Ben Shenton,Jersey,717911161,"{""B"": 0.02466596719443343, ""C"": 0.0752000364528894, ""FA"": 0.003686750752201908, ""GA"": 0.005924460339712893, ""Start"": 0.6912453930800916, ""Stub"": 0.19927739218067064}",,,,,,
3594,Hilal Al Sarmi,Omani,717915660,"{""B"": 0.00915207056268528, ""C"": 0.019306937385573666, ""FA"": 0.0018210034931719396, ""GA"": 0.004266351598452442, ""Start"": 0.06070283121834333, ""Stub"": 0.9047508057417734}",,,,,,
3607,Stevo Pendarovski,Macedonia,717927538,"{""B"": 0.02212572943061989, ""C"": 0.04153657329384005, ""FA"": 0.003849449741854994, ""GA"": 0.006561464907912957, ""Start"": 0.6194397896645838, ""Stub"": 0.30648699296118836}",,,,,,
3647,Eduardo Bueso,Hondura,718132526,"{""B"": 0.006104148870815619, ""C"": 0.00784547329753475, ""FA"": 0.0011276466824597861, ""GA"": 0.002164953727864829, ""Start"": 0.0124098627609461, ""Stub"": 0.9703479146603788}",,,,,,
3710,Klaas Afrikaner,Cape Colony,718462130,"{""B"": 0.014102826544096734, ""C"": 0.018852695955271385, ""FA"": 0.002557512893156024, ""GA"": 0.004653861866329569, ""Start"": 0.18597104252710744, ""Stub"": 0.7738620602140389}",,,,,,
3833,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623,"{""B"": 0.007253445588923405, ""C"": 0.007851316453791083, ""FA"": 0.0011563096781824162, ""GA"": 0.0018978016260021698, ""Start"": 0.026303477347535933, ""Stub"": 0.9555376493055648}",,,,,,
3844,Namulau’ulu Vavae Tuilagi,Samoan,718995854,"{""B"": 0.005765434695359709, ""C"": 0.007328856711866318, ""FA"": 0.0010668355561172945, ""GA"": 0.002107676792122325, ""Start"": 0.012752198849699732, ""Stub"": 0.9709789973948346}",,,,,,
3905,Laurie Morgan,Guernsey,719122168,"{""B"": 0.011471460474493739, ""C"": 0.016772196103734174, ""FA"": 0.0019615016760489976, ""GA"": 0.0031084425143002386, ""Start"": 0.15499314630269453, ""Stub"": 0.8116932529287282}",,,,,,
3918,Ngereteina Puna,Cook Island,719186872,"{""B"": 0.020669337098102498, ""C"": 0.05509368995362825, ""FA"": 0.0029520823325818544, ""GA"": 0.00827216446124166, ""Start"": 0.3095501858444106, ""Stub"": 0.6034625403100351}",,,,,,
3939,Christopher J. Turner,Montserratian,719256142,"{""B"": 0.09733810300502656, ""C"": 0.19478534343312098, ""FA"": 0.004357743567313347, ""GA"": 0.008039476299292993, ""Start"": 0.636261456603286, ""Stub"": 0.059217877091960136}",,,,,,
4009,Elvin Santos,Hondura,719637124,"{""B"": 0.08372874113527227, ""C"": 0.14085092651222086, ""FA"": 0.0034989396273713068, ""GA"": 0.008588479823283372, ""Start"": 0.7335896384374396, ""Stub"": 0.02974327446441259}",,,,,,
4025,Lefau Harry Schuster,Samoan,719691980,"{""B"": 0.00673317686585814, ""C"": 0.009535350921689247, ""FA"": 0.0012820418798010645, ""GA"": 0.002757975054946593, ""Start"": 0.018446683045457303, ""Stub"": 0.9612447722322477}",,,,,,
